Time_scraped,Gametime,Country,League,Match,bookie_home,highest_odd_home,bookie_draw,highest_odd_draw,bookie_away,highest_odd_away,TotalBookies,average_odd_home,average_odd_draw,average_odd_away,std_home,std_draw,std_away,median_home,median_draw,median_away,url
2023-01-17 15:55:41.066824,2023-01-17 20:45:00,England,Southern League Central Division,Needham Market - Barwell,10x10bet,1.89,10x10bet,4.2,1xBet,3.76,19,1.82,3.85,3.52,0.0307883490572834,0.1590379665119111,0.1492548435068333,1.81,3.8,3.5,/soccer/england/southern-league-central-division/needham-market-barwell-Qeot77F7/
2023-01-17 15:55:45.120782,2023-01-17 20:45:00,England,Southern League Central Division,Hednesford - Ilkeston,10x10bet,3.18,10x10bet,3.72,10x10bet,2.17,22,2.96,3.51,2.1,0.0974859599978079,0.0866359343688688,0.0322599206344164,2.95,3.5,2.1,/soccer/england/southern-league-central-division/hednesford-ilkeston-n3yaJy5U/
2023-01-17 15:55:48.793232,2023-01-17 20:45:00,England,Southern League Central Division,Nuneaton - Basford,Dafabet,2.02,10x10bet,3.91,10x10bet,4.2,27,1.74,3.72,3.94,0.0977904032252805,0.1636576104037716,0.2854198169001001,1.75,3.67,3.9,/soccer/england/southern-league-central-division/nuneaton-basford-utd-KAYbld44/
2023-01-17 15:55:52.451159,2023-01-17 20:45:00,England,Southern League Central Division,Alvechurch - Coalville,10x10bet,3.39,10x10bet,3.81,10x10bet,2.05,17,3.25,3.65,1.99,0.0962191846145521,0.0993647643854906,0.0327304182193966,3.2,3.6,1.97,/soccer/england/southern-league-central-division/alvechurch-coalville-town-pYaWBBJP/
2023-01-17 15:55:56.431451,2023-01-17 20:45:00,England,Southern League South Division,Poole - Plymouth Parkway,10x10bet,1.78,10x10bet,4.6,1xBet,3.88,22,1.73,4.16,3.63,0.0249627822140836,0.2047211366753635,0.1553002956152428,1.72,4.175000000000001,3.6,/soccer/england/southern-league-south-division/poole-town-plymouth-parkway-rZ8wTCQR/
2023-01-17 15:56:00.438942,2023-01-17 20:45:00,England,Southern League South Division,Winchester - Harrow,Betfred,2.38,GGBET,3.58,Betsafe,2.75,14,2.3,3.3,2.69,0.0365683592462005,0.1152282561718616,0.053375833406484,2.3,3.3,2.63,/soccer/england/southern-league-south-division/winchester-city-harrow-borough-IoQYTMo2/
2023-01-17 15:56:05.025431,2023-01-17 20:45:00,Northern Ireland,NIFL Championship,Ballyclare - Annagh,Unibet,3.8,10x10bet,3.76,10x10bet,1.97,23,3.58,3.58,1.87,0.1288717948525068,0.1211710347390635,0.0418567184228129,3.55,3.59,1.85,/soccer/northern-ireland/nifl-championship/ballyclare-annagh-CnYHLdvO/
2023-01-17 15:56:08.956012,2023-01-17 20:45:00,Scotland,Challenge Cup,Dundee FC - Dunfermline,1xBet,1.78,bet365,4.0,10x10bet,4.5,29,1.73,3.72,4.2,0.0296712065714468,0.12484282627486,0.148419337160903,1.72,3.75,4.2,/soccer/scotland/challenge-cup/dundee-fc-dunfermline-p4AeC4d4/
2023-01-17 15:56:12.668549,2023-01-17 20:45:00,Wales,Cymru North,Colwyn Bay - Gresford,Betsafe,1.12,10x10bet,10.0,10x10bet,21.0,23,1.08,8.99,17.87,0.0201600402075993,0.8725685092888962,2.405545499328245,1.09,8.52,17.0,/soccer/wales/cymru-north/colwyn-bay-gresford-dAImxiCn/
2023-01-17 15:56:16.491382,2023-01-17 20:45:00,Wales,Cymru North,Porthmadog - Buckley,10x10bet,2.55,10x10bet,3.73,Marsbet,2.75,23,2.37,3.56,2.55,0.0822463448892232,0.1180208561876845,0.0701065891156395,2.38,3.52,2.55,/soccer/wales/cymru-north/porthmadog-buckley-IqZsnSuB/
2023-01-17 15:56:20.343745,2023-01-17 21:00:00,England,FA Cup,West Brom - Chesterfield,BC.Game,1.46,bet365,5.0,BetInAsia,7.8,30,1.43,4.73,6.74,0.0225215945754785,0.1897568619751777,0.3522688367331594,1.44,4.75,6.65,/soccer/england/fa-cup/west-brom-chesterfield-bZjGIDqM/
2023-01-17 15:56:24.640763,2023-01-17 21:00:00,England,Isthmian League Premier Division,Brightlingsea - Bognor Regis,10x10bet,4.4,Betsafe,4.33,10x10bet,1.75,24,3.98,3.98,1.69,0.2403975295676355,0.1777326331569104,0.0292973263854116,4.05,3.95,1.69,/soccer/england/isthmian-league-premier-division/brightlingsea-bognor-regis-zPwateog/
2023-01-17 15:56:28.712468,2023-01-17 21:00:00,Italy,Coppa Italia,Napoli - Cremonese,BC.Game,1.3,BC.Game,6.2,Betfair,12.0,30,1.27,5.7,10.63,0.020387904911164,0.2675404434639535,0.753282372907619,1.27,5.775,10.78,/soccer/italy/coppa-italia/napoli-cremonese-dvMhCnp9/
2023-01-17 15:56:32.906951,2023-01-17 21:00:00,Spain,Copa del Rey,Alaves - Sevilla,GGBET,4.79,Marsbet,3.55,Betsafe,1.92,30,4.43,3.37,1.86,0.18731316617425,0.0745065246956414,0.0309551647099836,4.5,3.4,1.86,/soccer/spain/copa-del-rey/alaves-sevilla-0lz6kIZB/
2023-01-17 15:56:37.212331,2023-01-17 21:15:00,Brazil,Copa Sao Paulo de juniores,America MG U20 - RB Bragantino U20,Betsafe,1.9,10x10bet,3.92,10x10bet,3.86,24,1.83,3.63,3.57,0.0463606034856703,0.1314343942809491,0.1683864396427324,1.83,3.6,3.61,/soccer/brazil/copa-sao-paulo-de-juniores/america-mg-bragantino-jy0Bh9SB/
2023-01-17 15:56:41.406264,2023-01-17 23:30:00,Brazil,Campeonato Alagoano,CSA - ASA,Unibet,2.16,10x10bet,3.19,10x10bet,3.96,21,2.01,3.05,3.59,0.0567766040411005,0.0682366164728615,0.220269881876025,2.0,3.02,3.62,/soccer/brazil/campeonato-alagoano/csa-asa-MXVrj1Mt/
2023-01-17 15:56:57.307847,2023-01-17 23:30:00,Brazil,Campeonato Paulista,Mirassol - Inter De Limeira,10x10bet,1.59,1xBet,3.88,BetVictor,7.0,29,1.53,3.68,6.2,0.0241428566402956,0.1230227688872466,0.334095759055375,1.53,3.7,6.25,/soccer/brazil/campeonato-paulista/mirassol-internacional-de-limeira-6u82j61e/
2023-01-17 15:57:11.175248,2023-01-17 23:30:00,Brazil,Copa Sao Paulo de juniores,Ibrachina U20 - Fortaleza U20,1xBet,2.8,Betway,3.4,10x10bet,2.69,23,2.53,3.2,2.55,0.1499262578660975,0.1158579405213666,0.1107407606441862,2.5,3.25,2.56,/soccer/brazil/copa-sao-paulo-de-juniores/ibrachina-fortaleza-KrYn8QjP/
2023-01-17 15:57:18.738965,2023-01-18 00:00:00,Brazil,Campeonato Paranaense,Maringa FC - Rio Branco PR,10x10bet,1.41,Marathonbet,4.45,Betfair,9.5,24,1.35,4.18,8.37,0.0280593369288885,0.1468648046106805,0.5693305949875598,1.35,4.15,8.5,/soccer/brazil/campeonato-paranaense/maringa-fc-rio-branco-pr-fmNvtNct/
2023-01-17 15:57:22.804613,2023-01-18 00:00:00,Brazil,Campeonato Paulista A2,Ponte Preta - Sao Caetano,10x10bet,1.43,10x10bet,4.6,BetVictor,9.5,24,1.38,4.22,7.33,0.0285652275016709,0.1674875617272319,0.640962275714327,1.38,4.2,7.275,/soccer/brazil/campeonato-paulista-a2/ponte-preta-sao-caetano-K4m1mpq9/
2023-01-17 15:57:27.307252,2023-01-18 00:00:00,Brazil,Campeonato Pernambucano,Salgueiro - Sport Recife,BetInAsia,5.17,Marsbet,3.6,1xBet,1.74,21,4.72,3.36,1.68,0.2642535372947524,0.0845476156951093,0.0365892813567591,4.6,3.38,1.7,/soccer/brazil/campeonato-pernambucano/salgueiro-sport-recife-bPalk8Pe/
2023-01-17 15:57:31.328185,2023-01-18 00:00:00,World,Club Friendly,Penarol (Uru) - San Lorenzo (Arg),10x10bet,2.15,GGBET,3.15,10x10bet,3.86,28,2.07,3.01,3.56,0.0472617548276379,0.0761736402529625,0.1851347413344659,2.0700000000000003,3.0,3.6,/soccer/world/club-friendly/penarol-san-lorenzo-4vA4MoOL/
2023-01-17 15:57:35.123725,2023-01-18 00:05:00,Mexico,Liga de Expansion MX,Tlaxcala - Zacatecas Mineros,10x10bet,2.83,10x10bet,3.36,Unibet,2.6,29,2.73,3.17,2.44,0.0565853558531476,0.1000713182070922,0.0647927272382684,2.73,3.15,2.42,/soccer/mexico/liga-de-expansion-mx/tlaxcala-zacatecas-mineros-bB8h5ks6/
2023-01-17 15:57:38.991271,2023-01-17 01:30:00,Jamaica,Premier League,Waterhouse - Tivoli,10x10bet,2.01,BC.Game,3.15,1xBet,5.07,29,1.87,3.02,4.25,0.0588938867199689,0.0775087736202128,0.2369138677604534,1.86,3.0,4.2,/soccer/jamaica/premier-league/waterhouse-tivoli-SKVJtvQ8/
2023-01-17 15:57:42.508792,2023-01-17 01:30:00,World,Club Friendly,Nacional (Uru) - Belgrano (Arg),10x10bet,2.46,1xBet,3.12,10x10bet,3.41,18,2.34,2.86,3.14,0.0545152600676812,0.1024770374760929,0.1588228300907168,2.34,2.88,3.15,/soccer/world/club-friendly/club-nacional-ca-belgrano-de-cordoba-bPF0wjAn/
2023-01-17 15:57:46.816563,2023-01-17 01:45:00,Brazil,Copa Sao Paulo de juniores,Mirassol U20 - Palmeiras U20,10x10bet,8.7,10x10bet,5.4,1xBet,1.4,26,7.55,4.84,1.32,0.6401235319019873,0.2380122939492956,0.0360308874727088,7.5,4.85,1.33,/soccer/brazil/copa-sao-paulo-de-juniores/mirassol-palmeiras-UajnZuGF/
2023-01-17 15:57:51.035275,2023-01-17 02:00:00,Mexico,Liga MX Women,Club America W - Puebla W,Unibet,1.14,BetInAsia,9.76,BetInAsia,37.24,23,1.09,8.19,20.34,0.0197527246810444,0.8889302421592656,7.478091074917697,1.09,8.25,17.5,/soccer/mexico/liga-mx-women/club-america-puebla-GKv5RZGS/
2023-01-17 15:57:55.364743,2023-01-17 02:06:00,Mexico,Liga MX Women,Monterrey W - Santos Laguna W,1xBet,1.22,10x10bet,7.0,10x10bet,13.0,22,1.19,6.22,11.09,0.0199844981245278,0.3447915288215582,1.2284526314712323,1.185,6.0,11.0,/soccer/mexico/liga-mx-women/monterrey-santos-laguna-htWWMgPq/
2023-01-17 15:57:59.612593,2023-01-17 04:00:00,Mexico,Liga MX Women,Mazatlan FC W - Atlas W,Betfair,7.0,Betway,5.25,1xBet,1.46,23,6.17,4.85,1.37,0.3577095800608321,0.2172486488458117,0.052950738600481,6.18,4.85,1.37,/soccer/mexico/liga-mx-women/mazatlan-fc-atlas-n3VzMDvj/
2023-01-17 15:58:04.036500,2023-01-17 04:05:00,Mexico,Liga MX,Club Leon - Necaxa,GGBET,1.95,Betway,4.0,BetInAsia,4.62,30,1.76,3.73,4.23,0.0504909232766973,0.1333766596272876,0.191914622220982,1.75,3.75,4.3,/soccer/mexico/liga-mx/club-leon-necaxa-tzdVIYYH/
2023-01-17 16:50:56.319743,2023-01-17 18:00:00,Cyprus,Cyprus Cup,Paphos - Chloraka,BC.Game,1.15,10x10bet,8.3,10x10bet,21.0,27,1.13,7.16,15.72,0.0152347880008911,0.5344612558635139,2.76519505708073,1.14,7.0,15.0,/soccer/cyprus/cyprus-cup/paphos-akritas-chloraka-WKYn6CBn/
2023-01-17 16:51:01.384078,2023-01-17 18:00:00,Cyprus,First Division,Doxa - Nea Salamis,Pinnacle,2.7,GGBET,3.1,GGBET,2.9,27,2.59,2.94,2.75,0.0801096642050119,0.0781735959970571,0.0727756573058346,2.56,2.93,2.75,/soccer/cyprus/first-division/doxa-nea-salamis-KdiVNaXc/
2023-01-17 16:51:05.950509,2023-01-17 18:15:00,Morocco,Botola Pro,Raja Casablanca - Mouloudia Oujda,BC.Game,1.4,BetInAsia,4.4,10x10bet,10.0,27,1.37,4.07,8.54,0.0223330569358241,0.163549449698159,0.7752994023197177,1.38,4.0,8.5,/soccer/morocco/botola-pro/raja-casablanca-mouloudia-oujda-Es7Z0mwE/
2023-01-17 16:51:10.334811,2023-01-17 18:15:00,World,Club Friendly,Drassburg (Aut) - Schattendorf (Aut),10x10bet,1.3,10x10bet,7.9,Betsafe,12.0,18,1.22,7.17,8.64,0.0512317417039933,0.3190654756907708,2.0306372532584414,1.19,7.1,8.8,/soccer/world/club-friendly/drassburg-asv-schattendorf-vPSZDou3/
2023-01-17 16:51:14.952686,2023-01-17 18:30:00,Belgium,Jupiler Pro League,Leuven - Eupen,William Hill,1.73,Lasbet,4.5,BetInAsia,4.9,30,1.65,4.18,4.65,0.0257854394744182,0.1837195931001615,0.1395405158208739,1.66,4.175000000000001,4.6,/soccer/belgium/jupiler-pro-league/leuven-eupen-4UfZIB13/
2023-01-17 16:51:19.603950,2023-01-17 18:30:00,Turkey,Turkish Cup,Alanyaspor - Galatasaray,Unibet,3.75,Betsafe,4.2,10x10bet,2.01,30,3.44,3.93,1.9,0.1717300853730127,0.1549394146827147,0.0725411760465889,3.425,3.925,1.895,/soccer/turkey/turkish-cup/alanyaspor-galatasaray-4zOHs823/
2023-01-17 16:51:23.576550,2023-01-17 18:30:00,World,Club Friendly,A. Lustenau (Aut) - Bruhl (Sui),Unibet,1.33,10x10bet,6.5,BetVictor,9.5,26,1.26,5.88,7.6,0.0277270081734131,0.3681474492356266,0.7917978195109207,1.25,6.0,7.25,/soccer/world/club-friendly/a-lustenau-bruhl-sg-6cTNoTeA/
2023-01-17 16:51:28.715507,2023-01-17 18:40:00,Israel,Leumit League,Nof Hagalil - Ramat Hasharon,Unibet,2.55,10x10bet,3.35,1xBet,3.12,27,2.33,3.12,2.87,0.0889459693270785,0.0993283341742006,0.1188836966675134,2.3,3.1,2.85,/soccer/israel/leumit-league/nof-hagalil-ramat-hasharon-S6ITzlbp/
2023-01-17 16:51:33.124440,2023-01-17 18:40:00,Israel,Leumit League,H. Akko - M. Nazareth,10x10bet,2.61,188BET,3.25,10x10bet,2.9,27,2.43,3.09,2.75,0.0749942841900614,0.0901819529423062,0.0809206286934805,2.4,3.1,2.75,/soccer/israel/leumit-league/hapoel-akko-m-nazareth-AkKcBUZd/
2023-01-17 16:51:37.992655,2023-01-17 18:40:00,Israel,Leumit League,Agudat Sport Ashdod - Hapoel Petah Tikva,10x10bet,4.8,GGBET,3.35,Marsbet,1.98,27,4.14,3.15,1.86,0.3378086405653407,0.1032210992776032,0.0538401841759364,4.0,3.12,1.85,/soccer/israel/leumit-league/agudat-sport-ashdod-hapoel-petah-tikva-zcsqNRY8/
2023-01-17 16:51:42.009995,2023-01-17 18:40:00,Israel,Leumit League,Maccabi Petah Tikva - Hap. Ramat Gan,10x10bet,1.61,1xBet,4.1,1xBet,6.35,27,1.52,3.85,5.56,0.0418042994356221,0.1027402333828162,0.266495830051508,1.52,3.85,5.5,/soccer/israel/leumit-league/maccabi-petah-tikva-hapoel-ramat-gan-0GneX8ho/
2023-01-17 16:51:46.048361,2023-01-17 18:40:00,Israel,Leumit League,Maccabi Jaffa - MS Kafr Qasim,10x10bet,2.75,1xBet,3.08,10x10bet,3.07,26,2.49,2.89,2.87,0.1191935425755773,0.1354501589594127,0.0940917341633675,2.45,2.91,2.875,/soccer/israel/leumit-league/maccabi-jaffa-ms-kafr-qasim-IBXghAUA/
2023-01-17 16:51:50.522135,2023-01-17 18:40:00,Israel,Leumit League,Ironi Tiberias - H. Ironi Rishon,Marsbet,2.06,Betsafe,3.1,10x10bet,4.7,26,1.97,2.96,4.02,0.0483775217987095,0.1076400972339972,0.3167010518028283,1.955,3.0,3.92,/soccer/israel/leumit-league/ironi-tiberias-h-ironi-rishon-d2WciUqH/
2023-01-17 16:51:55.170139,2023-01-17 18:40:00,Israel,Leumit League,Bnei Yehuda - Hapoel Afula,BetInAsia,2.22,10x10bet,3.21,Betfair,3.9,27,2.06,3.06,3.51,0.0637725725926841,0.0925362791718089,0.1651718978213424,2.05,3.05,3.51,/soccer/israel/leumit-league/yehuda-hapoel-afula-h4AY9WT9/
2023-01-17 16:51:59.550535,2023-01-17 18:40:00,Israel,Leumit League,Hapoel Kfar Saba - Hapoel Umm Al-Fahm,10x10bet,3.38,1xBet,3.14,10x10bet,2.43,26,3.07,2.97,2.3,0.1362950159064767,0.1039685887930644,0.056465153939996,3.05,2.9850000000000003,2.3,/soccer/israel/leumit-league/hapoel-kfar-saba-hapoel-umm-al-fahm-nT05THQa/
2023-01-17 16:52:03.839793,2023-01-17 19:00:00,Brazil,Copa Sao Paulo de juniores,Santos U20 - Agua Santa U20,10x10bet,1.36,10x10bet,5.2,10x10bet,8.6,23,1.32,4.74,7.57,0.0210229867891071,0.1924432501722573,0.5289719672676514,1.32,4.75,7.5,/soccer/brazil/copa-sao-paulo-de-juniores/santos-agua-santa-Y7gpE7y6/
2023-01-17 16:52:08.772871,2023-01-17 19:00:00,Spain,Copa del Rey,Real Sociedad - Mallorca,BetInAsia,1.57,Marsbet,3.85,BetInAsia,8.76,30,1.53,3.65,7.53,0.0185622077231011,0.0869840342949338,0.5775781813361336,1.53,3.65,7.45,/soccer/spain/copa-del-rey/real-sociedad-mallorca-n5xInGJU/
2023-01-17 16:52:13.915914,2023-01-17 19:00:00,World,Club Friendly,Bovinghausen (Ger) - Holzwickeder SC (Ger),10x10bet,1.3,10x10bet,7.1,Betsafe,9.5,16,1.24,6.4,8.09,0.0295539760438422,0.3259001956120921,1.0545020670321137,1.22,6.45,8.375,/soccer/world/club-friendly/tus-bovinghausen-holzwickeder-sc-GQPLKAlU/
2023-01-17 16:52:18.207027,2023-01-17 19:00:00,World,Club Friendly,Hertha Zehlendorf (Ger) - BFC Preussen (Ger),10x10bet,1.27,10x10bet,6.8,BetVictor,11.0,15,1.22,6.42,8.67,0.0241660919471891,0.2823441556367373,0.9023145546623724,1.22,6.5,8.5,/soccer/world/club-friendly/hertha-zehlendorf-bfc-preussen-zcqYtJho/
2023-01-17 16:52:22.684975,2023-01-17 19:00:00,World,Club Friendly,Aumund-Vegesack (Ger) - BSV Rehden (Ger),BetInAsia,5.37,10x10bet,5.2,Unibet,1.58,21,4.85,4.88,1.47,0.4152064208102834,0.2024509682807745,0.0471548806216272,5.0,5.0,1.46,/soccer/world/club-friendly/aumund-vegesack-bsv-rehden-xvymCcvJ/
2023-01-17 16:52:27.290180,2023-01-17 19:30:00,Brazil,Campeonato Paulista,Sao Bento - Santo Andre,BetVictor,2.8,188BET,2.96,Marsbet,2.95,29,2.68,2.81,2.82,0.0599663004846629,0.0825917858600821,0.0619020744822666,2.67,2.8,2.81,/soccer/brazil/campeonato-paulista/sao-bento-santo-andre-zFC6kQG1/
2023-01-17 16:52:31.215236,2023-01-17 19:30:00,World,Club Friendly,SC St.Tonis (Ger) - Honnepel-Niedermormter (Ger),10x10bet,1.38,10x10bet,5.9,Betsafe,8.0,14,1.32,5.53,6.95,0.0357428457234194,0.3137373462770724,0.6966757803003797,1.315,5.5,7.0,/soccer/world/club-friendly/sc-st-tonis-honnepel-niedermormter-4QxuEJ96/
2023-01-17 16:52:35.555740,2023-01-17 19:45:00,World,Club Friendly,MSV Dusseldorf (Ger) - Krefeld-Fischeln (Ger),Unibet,1.23,Betsafe,8.0,1xBet,13.0,17,1.16,7.47,11.14,0.0321329418441121,0.5765186054431768,1.370438012469284,1.14,7.8,11.0,/soccer/world/club-friendly/msv-dusseldorf-krefeld-fischeln-ltoEdpAS/
2023-01-17 16:52:39.982886,2023-01-17 20:00:00,Africa,African Nations Championship,Algeria - Ethiopia,BC.Game,1.38,BC.Game,4.6,BetInAsia,11.05,30,1.35,4.26,9.88,0.0199332218503013,0.1918042984108774,0.906672794096942,1.35,4.2,10.0,/soccer/africa/african-nations-championship/algeria-ethiopia-x8bseXlL/
2023-01-17 16:52:44.395938,2023-01-17 20:00:00,England,Professional Development League,QPR U21 - Charlton U21,10x10bet,2.19,William Hill,4.2,10x10bet,2.92,23,2.09,3.91,2.76,0.0664378556084179,0.1316321850312675,0.0837653577601177,2.09,3.95,2.75,/soccer/england/professional-development-league/qpr-charlton-QN5QXC9e/
2023-01-17 16:52:49.231798,2023-01-17 20:00:00,World,Club Friendly,Longford (Irl) - Cork City (Irl),1xBet,3.54,10x10bet,4.9,10x10bet,1.89,15,3.34,4.23,1.83,0.1811371487759114,0.3653576634234216,0.037392809766347,3.4,4.0,1.81,/soccer/world/club-friendly/longford-cork-city-Ee4iJEon/
2023-01-17 16:52:53.353077,2023-01-17 20:30:00,Morocco,Botola Pro,Union Touarga - Berkane,10x10bet,3.73,BetInAsia,2.77,10x10bet,2.55,27,3.38,2.64,2.38,0.1470458995369973,0.0936033718455189,0.0653344251189535,3.35,2.66,2.38,/soccer/morocco/botola-pro/union-touarga-berkane-QHAw07hK/
2023-01-17 16:52:57.821374,2023-01-17 20:30:00,Wales,Cymru North,Mold Alexandra - Druids,Marsbet,2.55,10x10bet,4.33,Betway,2.7,20,2.41,3.96,2.35,0.1042245172692107,0.2231877012740621,0.1148248666448169,2.38,3.9,2.34,/soccer/wales/cymru-north/mold-alexandra-cefn-druids-vgzvm8Q4/
2023-01-17 16:53:02.006285,2023-01-17 20:45:00,Belgium,Jupiler Pro League,St. Liege - KV Mechelen,BetInAsia,2.15,1xBet,3.78,1xBet,3.54,30,2.06,3.61,3.35,0.0448813249952954,0.0874331490657608,0.1196016536489172,2.055,3.6,3.375,/soccer/belgium/jupiler-pro-league/st-liege-kv-mechelen-OYHne89d/
2023-01-17 16:53:06.439360,2023-01-17 20:45:00,Belgium,Jupiler Pro League,Westerlo - Genk,William Hill,3.7,GGBET,3.91,Pinnacle,2.07,30,3.41,3.7,2.01,0.101203864660507,0.1239000493229208,0.0339950976857938,3.405,3.65,2.0,/soccer/belgium/jupiler-pro-league/westerlo-genk-8MijFT0S/
2023-01-17 16:53:10.996335,2023-01-17 20:45:00,England,FA Cup,Forest Green - Birmingham,BC.Game,4.2,Marathonbet,3.45,Interwetten,2.05,30,3.86,3.33,2.0,0.1512305083859294,0.0830856318638921,0.0240115712846026,3.85,3.355,2.0,/soccer/england/fa-cup/forest-green-birmingham-25MKJUvf/
2023-01-17 16:53:16.089437,2023-01-17 20:45:00,England,FA Cup,Accrington - Boreham Wood,Betsafe,2.45,bet365,3.3,Unibet,3.3,30,2.4,3.1,3.28,0.0562375912239017,0.0735972523641715,0.101289464188313,2.355,3.11,3.2,/soccer/england/fa-cup/accrington-boreham-wood-4CiCJgUF/
2023-01-17 16:53:20.394920,2023-01-17 20:45:00,England,FA Cup,Wigan - Luton,BC.Game,3.0,Unibet,3.1,Unibet,2.75,30,2.92,2.98,2.62,0.0578551831923659,0.0576425768565794,0.0689895322172542,2.91,3.0,2.61,/soccer/england/fa-cup/wigan-luton-GxMY13Fs/
2023-01-17 16:53:24.428760,2023-01-17 20:45:00,England,FA Cup,Wolves - Liverpool,GGBET,3.59,GGBET,3.74,Unibet,2.25,30,3.28,3.48,2.15,0.1060969158625996,0.0930835944490519,0.0553011954863747,3.3,3.47,2.15,/soccer/england/fa-cup/wolves-liverpool-6mvFFWxB/
2023-01-17 16:53:28.643142,2023-01-17 20:45:00,England,FA Cup,Swansea - Bristol City,GGBET,1.86,bet365,3.75,BC.Game,5.0,30,1.77,3.61,4.63,0.0297862757360201,0.1009598379995179,0.2360322482675242,1.765,3.615,4.7,/soccer/england/fa-cup/swansea-bristol-city-YZBsc8E1/
2023-01-17 16:53:33.204225,2023-01-17 20:45:00,England,FA Trophy,Banbury - Coalville,Pinnacle,2.31,10x10bet,3.79,Betfred,3.3,27,2.07,3.49,3.16,0.0822338997379911,0.1494250526681634,0.1162160610221589,2.1,3.47,3.1,/soccer/england/fa-trophy/banbury-coalville-town-zoLHondd/
2023-01-17 16:53:37.295762,2023-01-17 20:45:00,England,FA Trophy,Torquay - Taunton,Betfred,1.9,1xBet,3.7,10x10bet,4.33,27,1.81,3.51,3.96,0.0362584837052456,0.1032928368808391,0.2246686326860773,1.8,3.48,4.0,/soccer/england/fa-trophy/torquay-taunton-town-xja0AVYd/
2023-01-17 16:53:41.317520,2023-01-17 20:45:00,England,Isthmian League Premier Division,Bishop'S Stortford - Herne Bay,William Hill,1.33,10x10bet,5.8,10x10bet,11.0,26,1.26,5.18,9.13,0.0227963715580576,0.3487746937239692,0.8309007196513671,1.26,5.2,9.1,/soccer/england/isthmian-league-premier-division/stortford-herne-bay-xEJyrTwe/
2023-01-17 16:53:46.272542,2023-01-17 20:45:00,England,Isthmian League Premier Division,Hastings - Bowers & Pitsea,10x10bet,1.49,10x10bet,4.5,10x10bet,6.6,27,1.44,4.27,5.97,0.0255850607987711,0.1544093574141946,0.4073080686971334,1.44,4.2,6.0,/soccer/england/isthmian-league-premier-division/hastings-bowers-pitsea-nq1S4jo8/
2023-01-17 16:53:50.521178,2023-01-17 20:45:00,England,Isthmian League Premier Division,Hornchurch - Kingstonian,10x10bet,1.47,Marsbet,5.1,William Hill,8.0,27,1.43,4.36,6.25,0.0407878515494405,0.2173805901814932,0.5523673952805312,1.4,4.4,6.3,/soccer/england/isthmian-league-premier-division/hornchurch-kingstonian-pUJV3A0E/
2023-01-17 16:53:54.604917,2023-01-17 20:45:00,England,Isthmian League Premier Division,Lewes - Canvey,William Hill,2.25,1xBet,3.6,10x10bet,3.37,26,2.05,3.42,3.16,0.0586434417001413,0.1189854796968866,0.1341574629011409,2.05,3.4,3.15,/soccer/england/isthmian-league-premier-division/lewes-canvey-island-Sh9z3UFK/
2023-01-17 16:53:58.743202,2023-01-17 20:45:00,England,Isthmian League Premier Division,Wingate & Finchley - Carshalton,Dafabet,3.2,10x10bet,3.58,Betway,2.38,26,2.77,3.37,2.27,0.1215628018470264,0.089552635674295,0.0673241738062802,2.75,3.35,2.25,/soccer/england/isthmian-league-premier-division/wingate-finchley-carshalton-by06c8wr/
2023-01-17 16:54:02.738847,2023-01-17 20:45:00,England,Isthmian League Premier Division,Corinthian-Casuals - Horsham FC,10x10bet,4.2,188BET,3.8,10x10bet,1.84,27,3.91,3.63,1.77,0.1881342952030545,0.1160790610855229,0.0344782788821838,3.95,3.65,1.77,/soccer/england/isthmian-league-premier-division/corinthian-casuals-horsham-rPJVa1at/
2023-01-17 16:54:06.759408,2023-01-17 20:45:00,England,Isthmian League Premier Division,Folkestone - Enfield Town,10x10bet,2.4,10x10bet,4.0,Curebet,2.65,25,2.33,3.7,2.51,0.0458449561020621,0.1424337038765755,0.0777215542819364,2.31,3.7,2.5,/soccer/england/isthmian-league-premier-division/folkestone-enfield-town-nHxIBbbh/
2023-01-17 16:54:11.426645,2023-01-17 20:45:00,England,National League,Solihull Moors - Aldershot,188BET,2.01,BetInAsia,3.9,bet365,3.8,30,1.93,3.63,3.46,0.040160787951544,0.1478377489006106,0.1606310472272821,1.93,3.625,3.505,/soccer/england/national-league/solihull-moors-aldershot-6wwLupBc/
2023-01-17 16:54:15.992812,2023-01-17 20:45:00,England,National League,Altrincham - Maidenhead,Interwetten,1.85,10x10bet,3.75,BetInAsia,4.34,30,1.81,3.57,4.0,0.0290382888996962,0.1136705766678431,0.1949427266318665,1.805,3.6,4.0,/soccer/england/national-league/altrincham-maidenhead-Yig1LFPr/
2023-01-17 16:54:21.541374,2023-01-17 20:45:00,England,National League,Barnet - Yeovil,bet365,2.0,Pinnacle,3.53,Pinnacle,4.2,30,1.9,3.4,3.81,0.0366424162230967,0.0875398322035301,0.2181357884947406,1.905,3.4,3.75,/soccer/england/national-league/barnet-yeovil-jTm6KZvk/
2023-01-17 16:54:26.488873,2023-01-17 20:45:00,England,National League,Dag & Red - Eastleigh,10x10bet,2.13,BetInAsia,3.73,BetInAsia,3.32,30,2.07,3.47,3.2,0.0402892320877703,0.1316480999567492,0.0806783738061197,2.08,3.5,3.2,/soccer/england/national-league/dagenham-red-eastleigh-UJnAJgfe/
